17068,Ayşe,Kaya,4.0,1,1,1,K
17420,Deniz,Koç,4.0,2,4,2,E
17510,Ali,Arslan,4.0,3,5,3,K
17701,Ayşe,Yılmaz,4.0,4,2,1,K
19215,Fatma,Aydın,4.0,5,2,4,E
11298,Ayşe,Şahin,4.0,6,6,3,E
11509,Ali,Doğan,4.0,7,3,4,E
12296,Elif,Arslan,4.0,8,4,4,K
12589,Ali,Arslan,4.0,9,5,4,K
13406,Can,Yılmaz,4.0,10,7,3,E
13634,Can,Yılmaz,4.0,11,1,2,K
13811,Elif,Şahin,4.0,12,1,3,K
13959,Ali,Demir,4.0,13,2,3,K
14108,Can,Kaya,4.0,14,1,4,K
14680,Can,Koç,4.0,15,2,2,K
14974,Murat,Doğan,4.0,16,3,3,E
15357,Deniz,Çelik,4.0,17,3,2,E
16258,Ahmet,Demir,4.0,18,4,3,K
17642,Zeynep,Şahin,3.99,19,7,2,E
17822,Zeynep,Şahin,3.99,20,9,4,E
18084,Can,Yılmaz,3.99,21,5,1,K
18604,Ayşe,Çelik,3.99,22,6,1,E
18754,Elif,Doğan,3.99,23,9,3,K
18998,Ahmet,Kaya,3.99,24,7,1,E
19039,Can,Yılmaz,3.99,25,10,3,K
19254,Deniz,Demir,3.99,26,10,4,E
19313,Fatma,Koç,3.99,27,11,3,K
10143,Zeynep,Doğan,3.99,28,11,4,E
10212,Elif,Çelik,3.99,29,12,3,E
10308,Can,Koç,3.99,30,8,2,K
10992,Ayşe,Çelik,3.99,31,6,4,K
11306,Ali,Şahin,3.99,32,7,4,E
11332,Ahmet,Çelik,3.99,33,9,2,E
11420,Elif,Aydın,3.99,34,8,1,E
11503,Elif,Kaya,3.99,35,8,4,E
12760,Mehmet,Arslan,3.99,36,12,4,K
12919,Elif,Çelik,3.99,37,13,4,E
13283,Mehmet,Doğan,3.99,38,10,2,E
13306,Ahmet,Kaya,3.99,39,14,4,E
13505,Fatma,Kaya,3.99,40,3,1,E
13981,Fatma,Aydın,3.99,41,6,2,K
14043,Ayşe,Arslan,3.99,42,4,1,K
15376,Ayşe,Arslan,3.99,43,8,3,K
15494,Elif,Aydın,3.99,44,5,2,E
16493,Ahmet,Aydın,3.98,45,21,4,E
16558,Fatma,Arslan,3.98,46,9,1,K
16908,Elif,Demir,3.98,47,24,4,E
17721,Murat,Çelik,3.98,48,13,3,K
17819,Zeynep,Yılmaz,3.98,49,15,1,K
18113,Can,Kaya,3.98,50,13,2,K
18120,Fatma,Arslan,3.98,51,16,4,E
18377,Can,Yılmaz,3.98,52,17,4,E
18892,Can,Kaya,3.98,53,11,1,E
19406,Ahmet,Arslan,3.98,54,13,1,E
19407,Elif,Doğan,3.98,55,14,2,E
19494,Can,Aydın,3.98,56,15,3,E
10057,Deniz,Arslan,3.98,57,15,2,K
10119,Mehmet,Demir,3.98,58,16,3,K
10760,Murat,Şahin,3.98,59,22,4,K
10803,Mehmet,Yılmaz,3.98,60,14,1,K
11097,Ahmet,Demir,3.98,61,16,2,E
11422,Deniz,Öztürk,3.98,62,18,2,K
11820,Ali,Çelik,3.98,63,19,2,K
12328,Ali,Demir,3.98,64,19,4,E
12420,Zeynep,Aydın,3.98,65,20,2,K
12679,Murat,Koç,3.98,66,16,1,E
12857,Ahmet,Kaya,3.98,67,17,1,K
12952,Zeynep,Öztürk,3.98,68,21,2,E
13232,Ahmet,Aydın,3.98,69,23,4,E
13440,Ali,Demir,3.98,70,25,4,E
13636,Zeynep,Aydın,3.98,71,20,4,E
